# version: clean-candidate-audit-sheet-v1
# seed: 20260919
# sheet_size: 50
# report_path: C:\CELIKBROS PROJECTS\derlem\var\derived\gardash_faz2_tr_dedup_20260621_06ac330e_clean_candidate_v3.txt.rejections.jsonl
# report_sha256: 2becaf9d0f1fc9a8ce48a0ea6cc4a78b83b21eac22ce2e1754fbfb5548fdd778
# report_records: 93223
# generated_at: 2026-09-19T20:35:05+00:00
# stratum_rule: first reason in `reasons` (primary reason)
# allowed_verdicts: good / correct_drop / unsure
# stratum: encoding_corruption records=12751 chars=66811388
# stratum: wiki_markup_residue records=21938 chars=160201115
# stratum: extreme_repetition records=2117 chars=44979909
# stratum: hashtag_stuffing records=1012 chars=16277620
# stratum: mixed_script_artifact records=6 chars=644808
# stratum: repeated_segments records=1334 chars=49002101
# stratum: navigation_boilerplate records=11354 chars=294688466
# stratum: commercial_keyword_stuffing records=1756 chars=34860220
# stratum: dating_spam_cluster records=2266 chars=30126262
# stratum: optics_spam_cluster records=105 chars=1345161
# stratum: adult_service_spam_cluster records=892 chars=12874650
# stratum: sexual_pharma_spam_cluster records=146 chars=8184458
# stratum: near_duplicate records=35833 chars=158816282
# stratum: normalized_duplicate records=221 chars=27839
# stratum: language_not_turkish records=1492 chars=725566
# revision: v2 (2026-09-21) -- near_duplicate ve normalized_duplicate tabakalarindaki 100 satir,
#   derlem'in gonderdigi kopya-esleri.jsonl ile ES METINLER GORULEREK yeniden hukme baglandi.
#   v1'de bu 100 satir yalniz METIN KALITESINE gore hukum almisti (eslerin metni pakette yoktu).
#   Degisen satir sayisi: 35. Diger 606 satira DOKUNULMADI.
sha256,reasons,char_count,source_ordinal,preview,duplicate_of,duplicate_of_preview,verdict
b75f5147328b6fdb0fa16d4f762a9cd8565030e6d38958c68da311921a505003,hashtag_stuffing|navigation_boilerplate,24066,1066199,"Hermann Hesse'in basit konulu (Simyacı gibi küçük yaş kitabı) gelen Siddhartha'sından sonra okuduğum ikinci kitabı olan Bozkırkurdu, Harry Haller'in bıraktığı notlardan oluşuyor, Kahraman'ın kendi ben",,,good
f135159d8336c3b3652ae32b6521a8fbf00a2cfaa0819a25da0b613b842be711,hashtag_stuffing,9016,1112783,"#hayatandanibarettir Instagram - Photo and video on Instagram • Pikdo 👟 Ürün modeli :Nike Air Force 1 İnside oud ""Bütün insanlar kalpten ibarettir. Kimileri kalbiyle düşünür, hisseder, güler; onların ",,,correct_drop
efab3c25f6e4ce770dc2192bd4803c47e06dc116e48b2ae8b57ea7b1377df37b,hashtag_stuffing,3241,1120020,_kewok (@_k_e_w_o_k)'s Instagram Profile · Tofo | The Best Instagram Web Viewer _kewok @_k_e_w_o_k K E W O K 🍃🕊🕊🍃🍃 Haqiqat êşkê û êşk jiyanêk azadê🍂🍁 Helbest🍁 Stran 🍂 Azadî 🍁 Hakikat aşk'tır yaşam özg,,,correct_drop
916d985f8ce2414168caab25839beff4a527970a9df779a98fee29b422093468,hashtag_stuffing,7929,1246154,"Gelişim – Sayfa 3 – Mor Alev 16/02/2020| Etiket: Gelişim Yoğunlaştırılmış Enerji – Konsey (Mesaj 242) By Mor Alev on Haziran 13, 2019 • ( 12 Yorum ) Sevgili Dostlar, bu sabah enerjinin yoğunlaşması, p",,,good
05a513b5c56490075c21f401a960a8ddca6372fa87106bbd337eb7f15f639731,hashtag_stuffing|navigation_boilerplate,41200,1283698,Images about #1kahve1kitap on Instagram #1kahve1kitap photos & videos Evet... Farkındalık yaratmak adına bir kitapsever olarak okuduğum kitapları da #okundumukitaplar tagıyla kahvenin yanında buraya i,,,correct_drop
2bbc62460cce7f4d27b5d85b18af779a8eec3200bd59e28a3c9f454cd6b74f5a,hashtag_stuffing,3315,1385043,Solante Ürünleri (solante_tr) Pinterest'te İstanbul / Solante güneş ürünleriyle ilgili detaylı bilgilere sayfamızdan ulaşabilirsiniz. Solante adlı kullanıcıdan daha fazla fikir Güneşe karşı sahip oldu,,,correct_drop
7317ce5659ca5c94fd780475d258dbc4ea3a761c7943bc33388eb4a2a03d00d5,hashtag_stuffing,8754,1502594,Posts tagged as #yks2019 | Picpanzee Posts tagged as #yks2019 on Instagram @dbiyoloji @sbutf20 Hayallerının Pesınde efekt yapma işlerini beceremediğimi anlatmama gerek yok görüyorsunuz... masamı topla,,,correct_drop
730768c160afa0ad94a2940a74fdf32d8b82283c41c12244c028b8fce440ef12,hashtag_stuffing,3170,1891019,SONDAKİKA photos and hastag Popular #SONDAKİKA Photos media Yeni Yemen Yemen'de devam eden savaş ülkede önemli bir gelir olan hurma üretimini de vurdu. Bombardıman ve çatışmalar sebebiyle yüzlerce hur,,,correct_drop
8882dd826942b9f96ea743baea2ecc72203459b45362f029f0cb2e86ffe65d6f,hashtag_stuffing,4818,2230878,"alilidar Videos, photos, people - IRFS.AZ Photos and videos for #alilidar ""Kendimden başka herkese tahammül ediyorum bazenKendimle beraber herkesten nefret etmeme rağmen..""... #alilidar #yolunbaşı #mo",,,correct_drop
5f64813f2c440fab5a0dc999e581ba4aefa716206d11e5896996fb735a2a2d8a,hashtag_stuffing,17547,2241120,Stories about #şükür #şükür medias HZ YUSUFUN HAYATI ( @hz_yusufun_hayat ) Tek Din Islam ☝️🌹 ( @gel_tevbe_eyle ) 🍃🍁🌷⚘🍂🐞 #elhamdulillah #ayetelkürsi #sifa #kuranikerimasktir #hamdolsun #tovbe #hzmevlan,,,correct_drop
4f881856aaaafa016871e79d913fc53e5113cb5c270756cbf0e775416c9d871a,hashtag_stuffing,2551,2263197,» #gününfo Instagram Hashtag media (photo and video) Online View | XPictureSearch #gününfo Instagram Hashtag photos and videos Yüreğim sürgün yedi sevdana. Ayrılığın ve özlemin tüm yükü omuzlarımda. S,,,correct_drop
9f6a20fdf98cbd52a466447a8ef6f1549f749dc70e05a2ebd365d88fb4709e6b,hashtag_stuffing,6566,2463726,Images tagged with #heryerde on instagram #heryerde medias @damar.muzik21 #ahmetkaya 🌼🌼🌼🌼🎙 . . . @damar.muzik21 🕊🎙 . . . . #↪️ #istanbul #şair #yazarinmekani #canyucel #edebiyat #şiirsokakda #romantik,,,correct_drop
4d6e1edcad59a8943f7082c353f9f81255fb3a3144b34d54443ddee4d7a715b9,hashtag_stuffing,6380,2529702,"Tarihi 15. Yüzyıla Dayanan Bir Yeniçeri Köyü: Yeniçarohori, Küçükköy| Mynet Seyahat Tarihi 15.yy'a, Fatih'e dayanan, hikayesiyle olduğu kadar güzelliğiyle de nam salmış Küçükköy'e gidiyoruz Gezgin Dün",,,good
26af6a3f6cfc5112d7a5e8ada0c63d2fcd7792fd480ed44a9e2abbc4a1f9a51a,hashtag_stuffing,6250,2760669,herkese 1 soru soruyorum gelin sohbete - inci sözlük Tespit 652047 Başıma Geldi 279858 Ben 1143748 Saçmalamaca 755424 Sözlük 563695 internetten telefon alacagim kredi karti yok Sözlük İçi 17 bulgarist,,,correct_drop
1a3d6df0fd2831a2de5bc952a4588b40efb2c37a69b20d42181e7c83d1db247b,hashtag_stuffing,2261,2811012,"barselona gezisi – welcome Etiket: barselona gezisi Barselona'da Para Ödemeden Yapılacak En Güzel 5 Şey Evet bu yazıda Barselona'da para vermeden yapabileceğiniz şeylerden bahsedicez, malum euro'nun b",,,good
f53be3b119af90163d71f233142d773e9b875b644194fdee5958fa98ebea8e0f,hashtag_stuffing|navigation_boilerplate|commercial_keyword_stuffing,31394,2973830,Haberler | instagram takipçi satın al - Part 6 4 Nisan 2017 | Yazar: instagram | Yorum Yok | Kategoriler: Haberler | Etiketler: gerçek takipçi satın al • instagram gerçek takipçi • instagram gerçek ta,,,correct_drop
30ab76df816f3f8eadb02813d5f773515b54c7457a0b8f6d45f18d31f9a996b9,hashtag_stuffing|navigation_boilerplate,14319,2991268,#hindistancevizi - Instagram photos and videos | WEBSTAGRAM #hindistanceviziyağı #organiksaçboyası Eines meiner Lieblingsöle: Kokosöl ☺ Hindistanceviziyağı ve Ağızda yağ çekme konusuna bi açıklık geti,,,good
6d5fdb7a0d4f9281e5d67dd75f1f6be2be274549a7768f669c39861d224eb0ed,hashtag_stuffing,8849,3077283,Teknoloji Fen Okulları (@teknolojifenokullari) | Instagram photos and videos Images by teknolojifenokullari Teknoloji Fen Okulları'nda ilkokul ve ortaokul velileri yeni dönem hakkında bilgilendirildi.,,,correct_drop
cc54e34d54bd16e1da3bb0ae20284fada7c400fb888b34d17d9256f58701c6f2,hashtag_stuffing,12238,3078593,"#kurkmantolumadonna Instagram hashtag • Instagram photos and videos ""Dünyanın en basit, en zavallı, hatta en ahmak adamı bile, insanı hayretten hayrete düşürecek ne müthiş ve karışık bir ruha maliktir",,,correct_drop
ad83543b7e0ca398b417168637f19b8d040bc36f9d4a01c15d7363f48cecd001,hashtag_stuffing,5016,3189005,Technology And Data Hastags Find Hastag Instagram and Twitter About Technology #connectedagriculture #farmasense #farmacongr #smartfarming #automatedagriculture #precisionagriculture mühendislik photo,,,correct_drop
7bb3b9bcb9d30c1e331cd15c50e3c305281a779cb28504fab117b5d05a79ca17,hashtag_stuffing,17198,3219104,@1garip_okur #iskenderpala #kitapaşkı #oku #kitapseverler #iskenderpalabulbulunkirksarkisi #hzmuhammedsallallahualeyhivesellem #mirac #bulbulunkirksarkisi #bülbülünkırkşarkısı #namazmümininmiracıdır B,,,correct_drop
0998b053cba4d30445348bccf5cd908add8ea2848d6fe1b1c65fb5a6451d7171,hashtag_stuffing,76543,3232991,Emlakta Son Dakika Twitter hesap Twitter > Türkiye > Internet > Web Siteleri > Emlakta Son Dakika @Emlaksondakika Türkiye'nin gerçek gayrimenkul sitesi. İstanbul emlaktasondakika.com | Takip et @Emlak,,,correct_drop
a2c0979160f3a5463bf1eb50c3260b9eda55fc989f349aaf6d39429916f41ec9,hashtag_stuffing,2328,3233239,"DenizGülü ile yeniden sahnedeyiz! 18 Nisan 2020, 00:29 Okuma : 794 İstanbul CNR Expo 'da gerçekleşen LinExpo iç giyim fuarında geçen sene hizmet verdiğimiz DenizGülü iç giyim firması yine TuruncuSes i",,,correct_drop
292a58cdd9005a00e0c01978bddaeb293e6544e4b7c0a881bbcd527d81e80187,hashtag_stuffing,32346,3325115,"#dua - Hash Tags - Deskgram 4,036,148 posts Ey iman edenler! Allah'a itaat edin, Resûl'e itaat edin. Sizden olan (Müslim/şirki terk ederek tevhidle Allah'a yönelen) yöneticilere de (itaat edin). Herha",,,correct_drop
49f74ad0886baf373b152e669baf728e58e56be88aab8b33f3d92770cb97ad36,hashtag_stuffing,2318,3450634,"Especiallycat - @especiallycat Instagram Profile - InstaHats @especiallycat - Especiallycat ""As long as there are slaughterhouses, there will be battlefields"". Leo Tolstoy Vegetarian🌱 Animal Rights Ac",,,correct_drop
98efd991d4f92dc36baa59b9f352553b99241305ed67f276f48a7343164af6a5,hashtag_stuffing,25879,3903146,"Glutensiz meyveli pasta 🍰 -4 yumurta -1 su bardağı kırılmış ceviz -3 rende havuç -2 küçük boy elma ( küp doğranmış) -tarcin,zencefil tozu , karanfil tozu -karbonat -zeytinyagi Kreması için ; -2 yerli ",,,good
f0d5b345c8b9e18f525680bc8d7e7e5e171d11da20d3b714861c61c8400b7f68,hashtag_stuffing,6504,3973014,"2017-10-22 07:43:59 Paskal Nouma'dan yabancı kuralı eleştirisi Beşiktaş'ın eski yıldız futbolcusu, Türkiye'de yabancı sınırlaması ve geçen hafta 11 yabancı ile sahaya çıkan Galatasaray hakkında konuşt",,,correct_drop
971e5151eb4df2b0b8c9f6efc68872dabfed490e231589b8401a8b6b8beff037,hashtag_stuffing,3563,4011231,İlgili Makaleye Ulaşmak İçin Başlığa Tıklayınız #Mescid #Namaz #Nafile #Finkafe #FİNK #Eğitim #Genç #Kuranyurdu Tahiyyetü'l-Mescid Namazı Ve Kılınışı | Kuran Yurdu Tahiyyetü'l-Mescid Namazı Tahiyyetü',,,good
db157fa771db78950b96b3651507b328fc73d7110a565dbe48fdfecf5d00626f,hashtag_stuffing,4092,4118693,"Merhaba, Bu akşam supercup maçı var, off ya maç mı, ben ne yapsam o zaman bu akşam diyenlerden değil - filizgulerblog Merhaba, Bu akşam supercup maçı var, off ya maç mı, ben ne yapsam o zaman bu akşam",,,good
912d61668c0876419f94a10498e4d1b20353029dff8902365d6157ec773923ee,hashtag_stuffing,12897,4198585,Photos & Videos tagged with #organikkeçiboynuzuunu on Instagram - Pintaram #organikkeçiboynuzuunu 14 posts tagged with #organikkeçiboynuzuunu Photos and Videos about #organikkeçiboynuzuunu 〰️〰️ 〰️〰️ O,,,correct_drop
5df7698d87629bbebb25a8a6bfe0c00bab1f7d30fc3fc0953ec45fd58be9fd82,hashtag_stuffing,5184,4206206,Her gününüzü hayatınızın son günüymüş gibi yaşayın; bir gün haklı çıkacaksınız 🙋💙 #dikkatli #mutlu #cesur #Iman #Israr #Korkmaz #Hürriyet #iyigeceler #goodnight #gutenacht #iyigeceler #chiling #me #lo,,,correct_drop
96c0b116dcb99092e200615e77d21534079aea07387aaf1570de9653af449b7d,hashtag_stuffing,8582,4351444,"Albond, Hatip Mahallesi Ali Osman Çelebi Bulvarı, Çorlu (2020) Sistem Metal Yapı Reklam Malzemeleri ve İnşaat San. Tic. A.Ş.60 yılı aşan Kurumsal Kimlik (CID) çalışmaları ve kompozit panel kullanımı t",,,good
ae195f1e6085aa14b85acb54b572d8480e288b83fe7f701adab88b75d19e2862,hashtag_stuffing,9429,4471165,"Mehmet Sarı (@enerjiduragi) | Instagram photos and videos @enerjiduragi Images by enerjiduragi Mehmet Sarı ( @enerjiduragi ) Herkese Merhabalar, SSN®️ Markası olarak, 2018-2019 yılı sezonunda, Eskişeh",,,correct_drop
348e691a21a9cc0b7abe3300b47e58d2abbc0442b09ed84c5a79e4685174c502,hashtag_stuffing|navigation_boilerplate,50971,4474764,Images tagged with #aprilyayincilik on instagram #aprilyayincilik medias @ecobecoreadingmind Herkes duyulmak istiyordu; kimse dinlemek istemiyordu.. .. .. .. .. .. #uyuyamayanlar #insomnia #adrianbarn,,,good
8dd6a28048f3756bd41037ef96892a69c7798fa611618ffdd18b87b8e7a6ebab,hashtag_stuffing,29350,4474848,"Images tagged with #sekerilavesiz on instagram #sekerilavesiz medias @edadogalgidadukkani @tanedentr nin doğal meyvelerden geleneksel yöntemlerle hazırlanan, şeker ilavesiz, meyve suyu konsantresi ile",,,unsure
4f5e0ae98a6b7f09db15e9d3e7abed0d796450ed4af1f16be28a891dd6dabe32,hashtag_stuffing,5823,4483383,"Instagram Posts tagged with #penye | Snap361 176,233 posts #penye #tulum #pamuklu #badi #şapka #takım 👶🏻 #no2butikkörfez 👍 Hayal Ettiğin Değil, Çabaladığın Senin Olur... ""Ahi Aratoğlu"" . . M💜R: Güç, a",,,correct_drop
f59dbd8b43c1f6d292a1c44b45677a0b33f8764de6d6c6a9c0ff9ebcb04f88f0,hashtag_stuffing,1757,4485020,Competitions | Orkide Ünsür Lâmia-KAN BAĞI / Lamia-CONSANGUINITY youtube.com/attribution_li… 17 hours ago facebook.com/MetruktheAband… 17 hours ago facebook.com/Sahildekilerth… 17 hours ago Herkese iy,,,correct_drop
7c54eaa9c1b2e87a31a5947d47dbbbd11670196cbcddf26c542b5854ab55d572,hashtag_stuffing|navigation_boilerplate,42586,4489307,"#kitapönerisi Hashtag Instagram #kitapönerisi photos and videos ""Bir insan kibirli olmadan da gururlu olabilir.Gurur daha çok kendi nefsimize karşı duyduğumuz saygıyla ilgilidir, kibirse başkalarının ",,,good
e2ea509a6ad7d17e6460c18a7b37f89c8d68cc2ace82ff9bdca5b6235d8a7b17,hashtag_stuffing,11402,4490850,İnstagram artık tarif için en çok başvurduğumuz uygulama oldu. Bayram tatlısı tarifleri ve bayram tatlıları nefis yemek tarifleri aramalı instagramda oldukça popüler. Bayramda ister sütlü ister şerbet,,,good
13327e79ba735f2472fd249c9766a666073419298185d061c16d3ef95924f62a,hashtag_stuffing,18721,4493977,epost By tarifsaati: 👉 @sukrankaymak Tavuk tandır 😍Enfes sosu ile yumuşacık oluyor mutlaka deneyin derim❤😍 . . 1 buçuk 2 kilo tavuk but (yağları ve ayak kısmı ayıklanmış) 1 su bardağı yoğurt 1 çay bar,,,good
a1cb78a45f29162bd41c99509a73a0185a7cd3d1fc7b084c3af6b7a87115a94f,hashtag_stuffing,30250,4496619,#liprevitalizer - Instagram photos and videos | WEBSTAGRAM #liprevitalizer #potomiracle #rubykisses Got my December box!!! #boxycharm #decemberboxycharm #makeup #makeupaddict #makeuplover #eyeshadow #,,,good
0022145fe0393b6e554d61676cd37b78b85e25921eda5c4c9e37c5543d17ddd1,hashtag_stuffing,94717,4497188,Nurus Instagram hesabı Sektörel İstatistikler Tümü Alışveriş Basın - Yayın Dayanıklı Tüketim Ev Geliştirme Ev ve Dekorasyon Mobilya Diğer Eğitim Eğlence - Yaşam Enerji Fenomenler Finans Giyim Hızlı Tü,,,correct_drop
8bf4b78e4435339d1a89b264a76aca01a986408ad261d1e81f81a76368f2cba1,hashtag_stuffing,44727,4500107,Fatih Belediyesi Facebook hayran sayfası Kanal İstatistikleri Ülke İstatistikleri Global Hayran Sayfaları Sektörel İstatistikler Tümü Alışveriş Basın - Yayın Dayanıklı Tüketim Eğitim Eğlence - Yaşam E,,,correct_drop
cef37c5814504b590eb6fb580d5b01b6171f066d82593aae6c54c829b824d9a7,hashtag_stuffing,30905,4500402,"#instakitap Instagram - Photo and video on Instagram • Pikdo #instakitap Instagram Photos & Videos instakitap - 345.9k posts Sözün hükmünün henüz yitmediği, şiirin ""gül kuruttuğu"" zamanlar… ""Nâzım Hik",,,good
b1d76482906adb40a93c0bf87d82f30f157f4a37fc98d6b8d176c1fa133d24e0,hashtag_stuffing,71222,4500792,"Photos & Videos tagged with #tarifiyemekcomdan on Instagram - Pintaram #tarifiyemekcomdan 1,782 posts tagged with #tarifiyemekcomdan Photos and Videos about #tarifiyemekcomdan @olsada__yesek 👉@pacikan",,,good
8c54d856053ff77f752804bddc9ec50d86cdc9ad27c0ba71f9fdbb5c4d82491a,mixed_script_artifact|navigation_boilerplate|sexual_pharma_spam_cluster,157872,650031,"bosaldiktan sonra ereksiyonun devam etmesi, testosteron takviyesi ilaзlari, sertlesmenin bitkisel tedavisi, fosfodiesteraz viagradan daha iyi cinsel performans artirici bitkisel ilaзlar Neyse ki tabia",,,correct_drop
b1f7446ffbb0aecbf6addc22feef5fc458db9a6df14af658251a65dc862c26b0,mixed_script_artifact,22275,1852711,Bundan Bzіrа akşam yemekleri belkі fazla kere ailece yen­meyebiliyor. İşten yorgun gelen anne-baba hazır yemeklere yönelebiliyor. Akşam yemeği­nizi kaç kere bіr saatten daha artı beklediğiniz vе en se,,,correct_drop
2b92669839f70c0d46beacfe5e6ba97518d0a62448dc368358c63b78afad3919,mixed_script_artifact,3689,2452885,Anneliğiniz fark yaratır | Burun Tıkanıklığı Nasıl Açılır - Burun Tıkanıklığı Nasıl Geçer 21. yy.da annelik yerine getirmek hayli çetrefilli. Her bіrimiz çocuklarımızın geleceğini garanti altına edinm,,,correct_drop
7f0e949a2ef5ca0e4b3cdc8c98c2dfbbd63bb6750c7ccb7d35eeaf442299cba5,mixed_script_artifact|navigation_boilerplate|sexual_pharma_spam_cluster,159735,3064376,"kan penisi, betaserc ilaз, testosteron hapi zararlari, lifta 20 mg satin al yerlilerin cinsel iliskisi testosteron ilaзlari Sertleşme sorunu yaşam kalitesi üzerinde olumsuz bir etkiye sahip olabilir. ",,,correct_drop
1cfbff8dda2aa2af8531e15e8ac41fe7c27fe4057c660c9f031dbd8268d63688,mixed_script_artifact|repeated_segments|navigation_boilerplate,140839,3800746,"geзiktiriciler zararlimi, sabah ereksiyonu olmuyorum, iliski sirasinda sertlesmiyor, sigara cinsel gьcь etkiler mi performans krem zararlari sertlesmeye evde зцzьm yorumlari Temmuz 24, Peki protein di",,,correct_drop
3f1338d1a6fdef2445947321cc5d35b09bf8a435412e25f19b43ea7fc4320e01,mixed_script_artifact|navigation_boilerplate|sexual_pharma_spam_cluster,160398,4224258,"geз bosaltan bitkiler, sehveti arttiran yiyecekler, iktidarsizlik sorunu, macho man sprey kullananlar eczanede satilan cinsel haplar cinsel gьcь artirici yiyecekler Ayrıca folik penisin içeriği sayesi",,,correct_drop
4a463a7fd8cc248d84e654f8203833e7bfea2ec6aee9650dd93a13980fbf4f4b,repeated_segments,14143,593181,Kürtaj sizce cinayet midir yoksa doğru bir eylem midir? Doğru bir eylemdir. Kadının hakkıdır. 140 (60.1%) Topic: KÜRTAJ MESELESİ (Read 15505 times) Biji azadî Re: KÜRTAJ MESELESİ « Reply #45 on: May 3,,,good
54e75f3f23c8a42eb6527cc5ec2a1af36516a1f0cd609c6677e46feb1e1d490e,repeated_segments|commercial_keyword_stuffing,15396,727206,"Hampton Inn Corinth (Corinth, MS) 375 TL ile başlayan fiyatlarla - Otel Yorumları Tüm Corinth Restoranları Hampton Inn Corinth yakınlarındaki restoranlar Corinth - Tüm gezilecek yerleri göster Hampton",,,correct_drop
5724960ec14b9f07d6a04036fe74d0ab21f5f79d5dc46dc666c288496987e165,repeated_segments,11530,781994,"Hotel Lazur (Bansko, Bulgaristan) - Konukevi Yorumları ve Fiyat Karşılaştırması - TripAdvisor Hotel Lazur Konukevi, Bansko Solomon Outlet yakınındaki oteller Bansko Ice Rink yakınındaki oteller Bansko",,,correct_drop
543d07ea416af36d28542b8f941f27f5846a79d56bc9204105ddb717ffa07a03,repeated_segments,12577,820789,"Courtyard San Antonio Medical Center (San Antonio, Teksas) - Otel Yorumları ve Fiyat Karşılaştırması - TripAdvisor Courtyard San Antonio Medical Center Otel Tüm San Antonio Restoranları Courtyard San ",,,correct_drop
1cadf04e237cd3e64bf7c14a8fc40598ca41aa46f9cf4d88932b8a73fbd6bcb4,repeated_segments,23854,828629,"VEZİKOURETRAL REFLÜNÜN TIBBİ İDARESİ Haz:Stj.Dr.YaşaR ÇOLAK Sa ğ l ı k Slaytlar ıSa ğ l ı k Slaytlar ı - ppt indir YayınlayanAyşe Ercan ... konulu sunumlar: ""VEZİKOURETRAL REFLÜNÜN TIBBİ İDARESİ Haz:S",,,good
7fd7e0e2e3a3df49732e3740e872f47d3e249f135dd044a60b9671c395310a60,repeated_segments|sexual_pharma_spam_cluster,166662,855647,"testosteron jel ne ise yarar, erkeklerde sertlesmeme sorunu neden olur, nitrogliserinli krem fiyati, jaguar hap cinsel performans arttirici sьrekli ereksiyonda kalma hastaligi Bilgilerinizi bırakın Ra",,,correct_drop
7b2b767a3494e21f4a051b52806998352a162a6a5aaa3c5d26446433050e5ec8,repeated_segments,49253,860581,"2. Toplantı tutanağının imzalanması hususunda Başkanlık Divanı na yetki verilmesi. - PDF 2. Toplantı tutanağının imzalanması hususunda Başkanlık Divanı na yetki verilmesi. Download ""2. Toplantı tutana",,,good
631d6f22e8ce31276efb1e3ab1b9af16306fffbc9a633a17cd0bcf592feefc66,repeated_segments|navigation_boilerplate|sexual_pharma_spam_cluster,129953,1048102,"sertlesmeyi saglayan kremler, ashwagandha nereden alinir, kadinlar iзin cinsel istek artirici bitkiler, cinsel istek arttirici erkek golden lovita kullananlar sertlestirici Zihin ve beden olarak rahat",,,correct_drop
1c0cabd4c3c89e90785b08f885f0757f421c44c73949b13954fee0d7f70db4b0,repeated_segments,13753,1072348,Arama Sonuçları Piabet Iddaa - Piabet Ana Sayfa Arama Sonuçları Piabet Iddaa Skor 2-0'a geldikten sonra da oyunu rölantiye aldılar. Skor 2-0'a geldikten sonra da oyunu rölantiye aldılar. Sarri'nin kur,,,correct_drop
cfd467f3872e83318fbfc1e52fc983a8f4cf10efc8422cc90d55d7779e6e31a8,repeated_segments|navigation_boilerplate|sexual_pharma_spam_cluster,123659,1088770,"erkekler iзin sertlestirici, kadinlarda cinsel istek artirici yiyecekler, mesir macunu zararlari, erken bosaliyorum hangi doktora gitmeliyim зin topu aktar sperm kalitesini artirmak iзin kullanilan il",,,correct_drop
6fc2e3c65ebacc8599b81930ed14a5060c4904110c73e007ad047e1077b4d44f,repeated_segments,15345,1158531,"Camileri, hanları ve hamamlarıyla tipik bir Osmanlı şehri: Prizren - Müslüman Arnavutluk Camileri, hanları ve hamamlarıyla tipik bir Osmanlı şehri: Prizren / 563 / 02 Şubat 2014, Pazar İnanır mısınız,",,,good
0763f3bf63f33494a36b1c834767a8c6b04f95512afa05ca75cbb573d2c698e8,repeated_segments,14409,1168601,Psikoloji En iyi Kurs Eğitimleri 2019 Psikoloji Top Diploma Programları Bir diploma öğrencilere seçtikleri konu daha büyük bir anlayış verebilir ve bu çalışmanın alanları arasında olan öğrenciler için,,,correct_drop
9ea53dff684cd6c8d1483432c2fb648562f8f02cccf64dc827e743d99479b5f5,repeated_segments,11756,1177563,"Runnymede Court Hotel (St. Helier, İngiltere) - Otel Yorumları ve Fiyat Karşılaştırması - TripAdvisor Tüm St. Helier Restoranları Runnymede Court Hotel yakınlarındaki restoranlar St. Helier - Tüm gezi",,,correct_drop
941a1d4b68e8874e3dccfd428b3d54d45b9ef6d2d0bae3da70cab0f5dcc1632d,repeated_segments,19474,1190922,"Tallinn, Büyük Kıyı Kapısı&Fat Margaret Kulesi gibi popüler turistik yerleriyle tanınır. Agoda.com, birçok Anıtlar ve Önemli Noktalar yakınındaki otelde en iyi fiyat fırsatlarını garanti ediyor. Büyük",,,correct_drop
c4f80656f268b872447841bb4578f7886d1ff207b583bd64381ee51e875be72b,repeated_segments|sexual_pharma_spam_cluster,151465,1216144,"evde cinsel gьз arttirici yapimi, gebelik цnleyici hap isimleri, ertesi gьn hap isimleri, psikolojik nefes darligi bitkisel ereksiyon hali nedir geciktirici haplar eczane Cesaretiniz tüm olayların üst",,,correct_drop
efa3f57fc40aa01a0692c5f54ca226277bbad8db1c6d46a9887f755f6d95730a,repeated_segments,16144,1278517,"1 Söz Alanlar AHMET ALKAN (KONYA) : Konya Milletvekili Mustafa İnaldı ve 18 arkadaşının, hudutlarımızın güvenliği konusunda alınan ve alınması gereken tedbirleri araştırmak amacıyla Meclis araştırması",,,good
fd13e5dbd821cce8fa105ace8f3fedaf3b757046318e74c95ccefb59cdb0ea8b,repeated_segments,13517,1471446,"SureStay Plus Hotel Poteau (Poteau, OK) - Otel Yorumları ve Fiyat Karşılaştırması - TripAdvisor Tüm Poteau Restoranları SureStay Plus Hotel Poteau yakınlarındaki restoranlar Poteau - Tüm gezilecek yer",,,correct_drop
9b25b240a626ef2b823f357e1962656b2ef0fe98eb5ed269d33d5fb45a6adbf1,repeated_segments,13786,1513532,Grenoside Equestrian Centre yakınındaki oteller Fox Valley yakınındaki oteller Tüm Sheffield Restoranları Premier Inn Sheffield/Barnsley (M1 Jct36) Hotel yakınlarındaki restoranlar Sheffield - Tüm gez,,,correct_drop
17ec730704e541b58aa700828341426181ad12068d4e1921311f191b26a3c6d1,repeated_segments,59804,1613050,"Dünyaya güzellik getiriyoruz! - PDF Dünyaya güzellik getiriyoruz! Download ""Dünyaya güzellik getiriyoruz!"" 1 Teknik Kılavuz 2 Dünyaya güzellik getiriyoruz! Benary 170 yıldan fazla süredir ıslah çalışm",,,good
562b30de543f6d875cc5a28e23c0c69b49ba23b3d258b967fee38b32e07c9978,repeated_segments,13930,1680356,"Otelleri Narayanhity Palace yakınında (Katmandu) - KAYAK İçerik sayfasına geç Narayanhity Palace yakınındaki Katmandu otelleri 17 / 252 otel – (8,2, 1.559 yorum) Lazimpat, Katmandu 'a 0,4 km Arkadaşla",,,correct_drop
